Buchnera_aphidicola.fasta,640681,1,3,736709.3950079137,True,2015-11-29 17:08:57.484243
Buchnera_aphidicola.fasta,640681,2,15,986780.4032475555,True,2015-11-29 17:09:00.159622
Buchnera_aphidicola.fasta,640681,3,63,1076950.283079075,True,2015-11-29 17:09:03.354251
Buchnera_aphidicola.fasta,640681,4,255,1111208.8180595695,True,2015-11-29 17:09:06.878274
Buchnera_aphidicola.fasta,640681,5,1023,1118209.7168243711,True,2015-11-29 17:09:10.486629
Buchnera_aphidicola.fasta,640681,6,4091,1088758.1140338746,True,2015-11-29 17:09:14.223158
Buchnera_aphidicola.fasta,640681,7,14723,991694.7245348621,True,2015-11-29 17:09:18.444089
Buchnera_aphidicola.fasta,640681,8,35520,798152.6834848146,True,2015-11-29 17:09:22.854724
Buchnera_aphidicola.fasta,640681,9,52764,538214.9199465452,True,2015-11-29 17:09:27.877758
Buchnera_aphidicola.fasta,640681,10,49432,305346.74923593283,True,2015-11-29 17:09:32.270797
Buchnera_aphidicola.fasta,640681,11,33762,148749.43027797758,True,2015-11-29 17:09:36.523954
Buchnera_aphidicola.fasta,640681,12,18489,63570.9717347742,True,2015-11-29 17:09:40.559685
Buchnera_aphidicola.fasta,640681,13,9026,25078.867219308086,True,2015-11-29 17:09:44.677181
Buchnera_aphidicola.fasta,640681,14,3958,8657.141899396702,True,2015-11-29 17:09:48.294589
Buchnera_aphidicola.fasta,640681,15,1529,2639.8247681619137,True,2015-11-29 17:09:52.000946
Buchnera_aphidicola.fasta,640681,16,488,717.7947204452819,True,2015-11-29 17:09:55.686372
Buchnera_aphidicola.fasta,640681,17,130,156.62406251802892,True,2015-11-29 17:09:59.333163
Buchnera_aphidicola.fasta,640681,18,23,26.339850002884624,True,2015-11-29 17:10:02.695870
Buchnera_aphidicola.fasta,640681,19,4,4.0,True,2015-11-29 17:10:06.074402
Buchnera_aphidicola.fasta,640681,20,1,1.0,False,2015-11-29 17:10:09.619959
Buchnera_aphidicola.fasta,640681,21,0,0,False,2015-11-29 17:10:13.030374
